Elapsed time(s)	Potential(V)	Current(A)
4.956342e+01	3.605423e-01	-1.311302e-09
4.965176e+01	3.596573e-01	-1.430511e-09
4.973939e+01	3.586655e-01	-9.536743e-10
4.982715e+01	3.577805e-01	-7.152557e-10
4.991574e+01	3.568649e-01	-3.576279e-10
5.000327e+01	3.558731e-01	-1.192093e-10
5.009138e+01	3.550186e-01	-5.960464e-10
5.017894e+01	3.543434e-01	-1.311302e-09
5.026739e+01	3.536415e-01	2.384186e-10
5.035587e+01	3.526459e-01	-3.576279e-10
5.044312e+01	3.515472e-01	-1.430511e-09
5.053176e+01	3.505707e-01	-1.549721e-09
5.061925e+01	3.495674e-01	4.768372e-10
5.070717e+01	3.487167e-01	-1.192093e-09
5.079498e+01	3.480377e-01	-9.536743e-10
5.088347e+01	3.471375e-01	-3.576279e-10
5.097172e+01	3.462791e-01	-5.960464e-10
5.105925e+01	3.458595e-01	-1.192093e-09
5.114757e+01	3.456345e-01	-1.072884e-09
5.123514e+01	3.450813e-01	-1.668930e-09
5.132297e+01	3.445892e-01	-3.576279e-10
5.141143e+01	3.440056e-01	2.384186e-10
5.149936e+01	3.433189e-01	-1.311302e-09
5.158717e+01	3.426514e-01	-1.430511e-09
5.167551e+01	3.421783e-01	-1.311302e-09
5.176330e+01	3.417168e-01	-2.384186e-10
5.185157e+01	3.411179e-01	-1.072884e-09
5.193946e+01	3.404961e-01	-1.192093e-09
5.202719e+01	3.398552e-01	-1.072884e-09
5.211576e+01	3.393593e-01	-9.536743e-10
5.220341e+01	3.387222e-01	-3.576279e-10
5.229155e+01	3.382492e-01	-2.384186e-10
5.237926e+01	3.377342e-01	-1.192093e-09
5.246706e+01	3.372192e-01	-7.152557e-10
5.255584e+01	3.369370e-01	-1.072884e-09
5.264327e+01	3.365707e-01	-9.536743e-10
5.273171e+01	3.361511e-01	-9.536743e-10
5.281940e+01	3.355675e-01	-3.576279e-10
5.290791e+01	3.350029e-01	-7.152557e-10
5.299556e+01	3.345795e-01	-3.576279e-10
5.308326e+01	3.340874e-01	-1.668930e-09
5.317101e+01	3.337402e-01	-1.072884e-09
5.325972e+01	3.333168e-01	-4.768372e-10
5.334739e+01	3.329506e-01	-1.311302e-09
5.343506e+01	3.326492e-01	-7.152557e-10
5.352371e+01	3.324318e-01	-5.960464e-10
5.361144e+01	3.319778e-01	-1.072884e-09
5.369910e+01	3.317070e-01	-3.576279e-10
5.378789e+01	3.312874e-01	-7.152557e-10
5.387572e+01	3.307724e-01	-1.192093e-09
5.396314e+01	3.305359e-01	-1.072884e-09
5.405165e+01	3.301811e-01	-7.152557e-10
5.413949e+01	3.297195e-01	-5.960464e-10
5.422692e+01	3.294525e-01	5.960464e-10
5.431549e+01	3.294792e-01	-1.192093e-10
5.440388e+01	3.292351e-01	-8.344650e-10
5.449179e+01	3.291245e-01	-8.344650e-10
5.457946e+01	3.288689e-01	-7.152557e-10
5.466698e+01	3.286552e-01	0.000000e+00
5.475575e+01	3.285217e-01	-5.960464e-10
5.484376e+01	3.283119e-01	-1.788139e-09
5.493138e+01	3.281975e-01	-7.152557e-10
5.501977e+01	3.278961e-01	-7.152557e-10
5.510723e+01	3.277168e-01	-1.192093e-09
5.519570e+01	3.275375e-01	-7.152557e-10
5.528327e+01	3.272362e-01	3.576279e-10
5.537110e+01	3.269043e-01	-1.549721e-09
5.545989e+01	3.268089e-01	-1.549721e-09
5.554730e+01	3.267746e-01	-7.152557e-10
5.563494e+01	3.265953e-01	-2.384186e-10
5.572364e+01	3.262749e-01	-1.311302e-09
5.581144e+01	3.260345e-01	-2.026558e-09
5.589932e+01	3.258362e-01	-1.192093e-09
5.598749e+01	3.256683e-01	-1.072884e-09
5.607521e+01	3.252716e-01	-9.536743e-10
5.616299e+01	3.248749e-01	5.960464e-10
5.625146e+01	3.247070e-01	-2.384186e-10
5.633935e+01	3.245125e-01	-1.907349e-09
5.642923e+01	3.242188e-01	-8.344650e-10
5.651560e+01	3.242722e-01	-1.072884e-09
5.660300e+01	3.244171e-01	-8.344650e-10
5.669096e+01	3.242531e-01	-8.344650e-10
5.677981e+01	3.239594e-01	-4.768372e-10
5.686745e+01	3.237076e-01	-5.960464e-10
5.695536e+01	3.234100e-01	-1.430511e-09
5.704322e+01	3.228989e-01	-1.192093e-10
5.713102e+01	3.228226e-01	-1.311302e-09
5.721965e+01	3.228149e-01	-7.152557e-10
5.730733e+01	3.229141e-01	-7.152557e-10
5.739579e+01	3.229599e-01	-7.152557e-10
5.748340e+01	3.227921e-01	-9.536743e-10
5.757106e+01	3.225403e-01	-1.549721e-09
5.765975e+01	3.223343e-01	-5.960464e-10
5.774774e+01	3.220634e-01	-4.768372e-10
5.783508e+01	3.220139e-01	2.384186e-10
5.792313e+01	3.219719e-01	-8.344650e-10
5.801106e+01	3.219719e-01	-5.960464e-10
5.809954e+01	3.219604e-01	-3.576279e-10
5.818703e+01	3.218727e-01	1.192093e-10
5.827523e+01	3.217697e-01	-1.311302e-09
5.836309e+01	3.215904e-01	-9.536743e-10
5.845093e+01	3.213387e-01	-1.192093e-10
5.853987e+01	3.212090e-01	-5.960464e-10
5.862740e+01	3.212547e-01	-1.192093e-10
5.871493e+01	3.212891e-01	-4.768372e-10
5.880357e+01	3.211975e-01	1.192093e-10
5.889155e+01	3.210907e-01	-9.536743e-10
5.897976e+01	3.209839e-01	-1.192093e-10
5.906724e+01	3.208122e-01	4.768372e-10
5.915561e+01	3.208199e-01	-4.768372e-10
5.924325e+01	3.206711e-01	-2.384186e-10
5.933109e+01	3.203545e-01	-8.344650e-10
5.941901e+01	3.204384e-01	4.768372e-10
5.950695e+01	3.209991e-01	-1.072884e-09
5.959589e+01	3.214912e-01	-2.384186e-10
5.968348e+01	3.215942e-01	-7.152557e-10
5.977171e+01	3.210983e-01	-3.576279e-10
5.985952e+01	3.204346e-01	-2.384186e-10
5.994778e+01	3.204308e-01	3.576279e-10
6.003565e+01	3.204346e-01	-4.768372e-10
6.012338e+01	3.194199e-01	-1.072884e-09
6.021123e+01	3.171463e-01	-4.768372e-10
6.029894e+01	3.129158e-01	-5.960464e-10
6.038770e+01	2.517014e-01	-3.576279e-10
6.047550e+01	6.000519e-02	-5.960464e-10
6.056345e+01	-1.809692e-02	3.576279e-10
6.065145e+01	-4.014206e-02	7.152557e-10
6.073945e+01	-3.687668e-02	-5.960464e-10
6.082761e+01	-1.963425e-02	-5.960464e-10
6.091523e+01	-7.705688e-04	-5.960464e-10
6.100299e+01	1.681137e-02	0.000000e+00
6.109106e+01	3.535461e-02	-9.536743e-10
6.117932e+01	5.486298e-02	-1.192093e-10
6.126722e+01	7.621765e-02	-2.384186e-10
6.135508e+01	9.659195e-02	-1.788139e-09
6.144386e+01	1.141243e-01	-2.384186e-10
6.153179e+01	1.300354e-01	-1.192093e-10
6.161910e+01	1.444359e-01	-4.768372e-10
6.170694e+01	1.576080e-01	7.152557e-10
6.179558e+01	1.686401e-01	4.768372e-10
6.188316e+01	1.780319e-01	-9.536743e-10
6.197121e+01	1.870422e-01	4.768372e-10
6.205929e+01	1.953506e-01	-4.768372e-10
6.214749e+01	2.027931e-01	-2.384186e-10
6.223560e+01	2.101059e-01	1.430511e-09
6.232390e+01	2.172356e-01	-1.907349e-09
6.241182e+01	2.228546e-01	-3.576279e-10
6.250257e+01	2.273407e-01	-1.072884e-09
6.258791e+01	2.318726e-01	1.072884e-09
6.267539e+01	2.364120e-01	2.384186e-10
6.276353e+01	2.406464e-01	-4.768372e-10
6.285127e+01	2.447128e-01	-4.768372e-10
6.293989e+01	2.483177e-01	-1.311302e-09
6.302717e+01	2.517815e-01	0.000000e+00
6.311511e+01	2.549744e-01	3.576279e-10
6.320315e+01	2.580147e-01	9.536743e-10
6.329153e+01	2.607002e-01	1.311302e-09
6.337950e+01	2.628555e-01	4.768372e-10
6.346723e+01	2.643280e-01	-1.192093e-10
6.355582e+01	2.661896e-01	-1.430511e-09
6.364342e+01	2.684555e-01	-3.576279e-10
6.373123e+01	2.704964e-01	3.576279e-10
6.381963e+01	2.717667e-01	-7.152557e-10
6.390791e+01	2.730484e-01	-8.344650e-10
6.399527e+01	2.740860e-01	4.768372e-10
6.408397e+01	2.745476e-01	0.000000e+00
6.417135e+01	2.755127e-01	-2.384186e-10
6.425918e+01	2.768478e-01	-5.960464e-10
6.434695e+01	2.780075e-01	-7.152557e-10
6.443763e+01	2.793350e-01	-1.549721e-09
6.452330e+01	2.807770e-01	7.152557e-10
6.461189e+01	2.819901e-01	-4.768372e-10
6.469966e+01	2.831841e-01	-1.192093e-10
6.478701e+01	2.840195e-01	-1.072884e-09
6.487567e+01	2.844200e-01	-7.152557e-10
6.496335e+01	2.852592e-01	-1.072884e-09
6.505105e+01	2.863808e-01	-1.192093e-10
6.513907e+01	2.876320e-01	-1.072884e-09
6.523080e+01	2.879410e-01	-1.192093e-09
6.531531e+01	2.882881e-01	-1.907349e-09
6.540309e+01	2.886887e-01	-1.192093e-09
6.549122e+01	2.886887e-01	4.768372e-10
6.557977e+01	2.888527e-01	-2.145767e-09
6.566774e+01	2.894554e-01	-1.311302e-09
6.575596e+01	2.896652e-01	5.960464e-10
6.584395e+01	2.900391e-01	-2.384186e-10
6.593173e+01	2.901306e-01	-5.960464e-10
6.601975e+01	2.902527e-01	-1.430511e-09
6.610776e+01	2.907028e-01	-9.536743e-10
6.619537e+01	2.910118e-01	-1.072884e-09
6.628351e+01	2.913094e-01	-8.344650e-10
6.637129e+01	2.916183e-01	-4.768372e-10
6.645973e+01	2.917900e-01	7.152557e-10
6.654718e+01	2.920036e-01	-1.907349e-09
6.663518e+01	2.918777e-01	4.768372e-10
6.672297e+01	2.918777e-01	0.000000e+00
6.681133e+01	2.922592e-01	-1.192093e-09
6.689919e+01	2.923203e-01	-3.576279e-10
6.698701e+01	2.923241e-01	-2.026558e-09
6.707568e+01	2.927132e-01	-7.152557e-10
6.716338e+01	2.930450e-01	5.960464e-10
6.725143e+01	2.933159e-01	-8.344650e-10
6.733904e+01	2.934914e-01	-7.152557e-10
6.742691e+01	2.936516e-01	-5.960464e-10
6.751525e+01	2.936401e-01	-2.384186e-10
6.760325e+01	2.936325e-01	-7.152557e-10
6.769127e+01	2.935219e-01	1.192093e-10
6.777997e+01	2.936249e-01	-9.536743e-10
6.786716e+01	2.938423e-01	9.536743e-10
6.795583e+01	2.942696e-01	8.344650e-10
6.804388e+01	2.942886e-01	-2.384186e-10
6.813103e+01	2.939873e-01	3.576279e-10
6.821904e+01	2.939949e-01	8.344650e-10
6.830726e+01	2.940216e-01	-7.152557e-10
6.839588e+01	2.940369e-01	2.384186e-10
6.848380e+01	2.942429e-01	3.576279e-10
6.857194e+01	2.941971e-01	7.152557e-10
6.865986e+01	2.942009e-01	-8.344650e-10
